iter	Logloss
166	0.001699158439
167	0.001689470845
168	0.00167967416
169	0.00167022492
170	0.001660963881
171	0.001651519977
172	0.001642192652
173	0.001633192018
174	0.001624297921
175	0.001615575817
176	0.00160688774
177	0.00159830044
178	0.001589812086
179	0.001581420888
180	0.001573125103
181	0.00156492303
182	0.001556813009
183	0.001548793422
184	0.001540862687
185	0.001533019261
186	0.001525393554
187	0.001517718098
188	0.001510125583
189	0.001502614605
190	0.001495183793
191	0.001487831806
192	0.001480608847
193	0.001473409804
194	0.001466285764
195	0.001459235501
196	0.00145225782
197	0.001445351551
198	0.001437314406
199	0.001430373719
200	0.001422510267
201	0.001415889659
202	0.001409334966
203	0.001402673818
204	0.001396292865
205	0.001389930217
206	0.001383629508
207	0.001377389794
208	0.001370144682
209	0.001364070136
210	0.001358052847
211	0.001352051414
212	0.001346106557
213	0.001339189423
214	0.001332350324
215	0.001323653007
216	0.001315081361
217	0.001306838616
218	0.001298776019
219	0.001292558845
220	0.001284418782
221	0.001276528906
222	0.001270332217
223	0.001263013987
224	0.00125538939
225	0.001248522273
226	0.001240971435
227	0.001233521099
228	0.001226169138
229	0.001218913487
230	0.001211861872
231	0.001204884704
232	0.0011979035
233	0.001191010985
234	0.001184309756
235	0.001177587683
236	0.001170949123
237	0.001164493432
238	0.001158015476
239	0.001151796142
240	0.001145470331
241	0.001139220376
242	0.001133044839
243	0.001126942316
244	0.001120896288
245	0.001114919467
246	0.001109026533
247	0.001103290987
248	0.001097531163
249	0.001091836738
250	0.001086293434
251	0.00108070606
252	0.001075199049
253	0.001069808886
254	0.001064421404
255	0.001059092773
256	0.001053800873
257	0.001048665592
258	0.001043505994
259	0.001038397217
260	0.001033417338
261	0.00102841862
262	0.001023472199
263	0.001018577214
264	0.001013732824
265	0.001008913675
266	0.001004167639
267	0.0009994447504
268	0.0009947939677
269	0.0009901898684
270	0.0009856317161
271	0.000981184298
272	0.0009767150377
273	0.0009722628534
274	0.0009678803108
275	0.0009635402903
276	0.0009592421445
277	0.0009549852396
278	0.0009507689549
279	0.0009465644514
280	0.0009423990584
281	0.0009383005434
282	0.0009342403064
283	0.0009302177872
284	0.0009262034158
285	0.0009222544769
286	0.0009183416487
287	0.0009144644141
288	0.0009106222663
289	0.0009068147085
290	0.000903011218
291	0.0008993228704
292	0.0008956154186
293	0.0008919406793
294	0.0008882982012
295	0.0008847371694
296	0.0008812066807
297	0.0008776263335
298	0.0008741073118
299	0.0008706991484
300	0.0008672533465
301	0.0008637912062
302	0.0008603890369
303	0.0008570154723
304	0.0008536388015
305	0.0008503212078
306	0.0008475079101
307	0.0008442396983
308	0.0008409670594
309	0.0008377521494
310	0.0008345634368
311	0.0008313691247
312	0.0008282317156
313	0.0008251195256
314	0.0008220322386
315	0.0008189378595
316	0.0008159099529
317	0.000812895043
318	0.0008099446345
319	0.000806974791
320	0.0008039965298
321	0.00080108284
322	0.0007982197303
323	0.0007953400517
324	0.0007924927017
325	0.0007896249102
326	0.0007868210046
327	0.0007839957323
328	0.000781226231
329	0.0007784739708
330	0.0007757422978
331	0.0007698668455
332	0.0007672419106
333	0.000764589478
334	0.0007619565104
335	0.0007593427854
336	0.0007567480844
337	0.0007541828485
338	0.0007516252217
339	0.0007490969866
340	0.000746587271
341	0.0007440835551
342	0.0007416096014
343	0.0007391097912
344	0.0007366708357
345	0.0007342054123
346	0.0007317880514
347	0.0007293875451
348	0.0007270157058
349	0.0007246170679
350	0.0007222348151
351	0.0007199116364
352	0.0007175920771
353	0.0007153006313
354	0.0007130122232
355	0.0007107518398
356	0.0007084939345
357	0.0007062639621
358	0.0007040359299
359	0.0007019237101
360	0.00069973768
361	0.0006975524296
362	0.0006953952743
363	0.0006932384176
364	0.0006911224294
365	0.0006890070283
366	0.0006869056498
367	0.0006848181466
368	0.0006827294495
369	0.0006806688271
370	0.0006786065979
371	0.0006765723214
372	0.0006745360413
373	0.0006725275902
374	0.0006705320659
375	0.0006688290506
376	0.0006668567816
377	0.0006648970755
378	0.000662949806
379	0.0006609681589
380	0.0006590450721
381	0.0006590205991
382	0.000657378033
383	0.000655477051
384	0.0006535710768
385	0.0006516933444
386	0.0006501226214
387	0.0006482489864
388	0.0006463663452
389	0.0006445435235
390	0.0006427198587
391	0.0006409073117
392	0.0006390592071
393	0.0006372514883
394	0.0006354545285
395	0.0006336682285
396	0.0006319196909
397	0.0006301542652
398	0.0006283992106
399	0.0006266696979
400	0.0006249554678
401	0.0006232458963
402	0.0006215307649
403	0.0006209225191
404	0.0006192362441
405	0.0006175798583
406	0.0006158969906
407	0.0006142395653
408	0.0006125917248
409	0.0006109370264
410	0.0006095489846
411	0.0006079113993
412	0.0006063022106
413	0.0006046828849
414	0.0006030438995
415	0.0006014581136
416	0.0005998655846
417	0.0005983159465
418	0.0005967406858
419	0.0005951896156
420	0.0005936471932
421	0.0005921440165
422	0.0005906022498
423	0.0005891283414
424	0.0005881984628
425	0.0005881936966
426	0.0005866731777
427	0.0005853753128
428	0.000584291046
429	0.0005835120183
430	0.000582238065
431	0.000582233399
432	0.0005807447651
433	0.0005792797464
434	0.0005782190566
435	0.0005769690763
436	0.0005757247661
437	0.000574270622
438	0.0005728396095
439	0.0005716413671
440	0.000570208527
441	0.0005687988168
442	0.0005673807561
443	0.0005661791611
444	0.0005647901887
445	0.0005634085022
446	0.0005620340412
447	0.0005606667464
448	0.0005592903821
449	0.0005579210893
450	0.0005567741666
451	0.0005554335796
452	0.0005540998856
453	0.0005527730287
454	0.0005514095877
455	0.0005500798596
456	0.0005489529938
457	0.0005489200404
458	0.0005481674255
459	0.0005472554827
460	0.0005459465027
461	0.0005446690133
462	0.0005433886716
463	0.0005421147487
464	0.0005410214816
465	0.0005397432783
466	0.000538458583
467	0.0005372084641
468	0.0005359645315
469	0.000534726737
470	0.0005347189429
471	0.0005340912295
472	0.0005328626467
473	0.0005316400833
474	0.0005304234929
475	0.0005291963314
476	0.0005291805525
477	0.0005279593966
478	0.0005269381276
479	0.0005257439273
480	0.0005257429875
481	0.0005245545506
482	0.0005235472788
483	0.0005223527752
484	0.0005211803964
485	0.0005204962398
486	0.0005195052351
487	0.0005183297458
488	0.0005172075127
489	0.000517178467
490	0.0005160138214
491	0.0005159849096
492	0.0005159840062
493	0.0005155894944
494	0.0005155885924
495	0.0005155885924
496	0.0005155885924
497	0.0005155885924
498	0.0005155702979
499	0.0005155414375
500	0.000515024495
501	0.0005140412369
502	0.0005128912576
503	0.0005118949409
504	0.000510770785
505	0.0005107705639
506	0.0005102005139
507	0.0005092362338
508	0.0005081083814
509	0.0005079964878
510	0.0005073569179
511	0.0005073569179
512	0.0005073569179
513	0.0005073569179
514	0.0005073569179
515	0.000507349841
516	0.0005065471088
517	0.0005060416274
518	0.0005049564898
519	0.0005049426753
520	0.0005042703144
521	0.0005031810296
522	0.0005020806237
523	0.0005011614021
524	0.0005000861588
525	0.0004990158091
526	0.0004982385
527	0.0004971356292
528	0.0004960782602
529	0.0004951819154
530	0.0004941171596
531	0.0004933837366
532	0.0004923269723
533	0.0004914832665
534	0.000491481635
535	0.0004910139102
536	0.0004909858082
537	0.0004899555422
538	0.0004890821395
539	0.0004880603285
540	0.0004870430394
541	0.0004870302391
542	0.0004860013014
543	0.0004849929324
544	0.0004841243346
545	0.0004832726
546	0.0004822760617
547	0.0004812838726
548	0.000480279773
549	0.0004792961134
550	0.000478300559
551	0.0004774701511
552	0.0004767634143
553	0.0004760588948
554	0.0004750771211
555	0.0004742673581
556	0.0004732697361
557	0.0004728660869
558	0.0004728540551
559	0.00047217395
560	0.0004721008045
561	0.0004720288846
562	0.0004714806297
563	0.0004707922317
564	0.0004707767108
565	0.0004707409572
566	0.0004707052094
567	0.0004706694673
568	0.0004706664381
569	0.0004706307023
570	0.0004698278703
571	0.0004688883823
572	0.0004688765635
573	0.0004688529307
574	0.0004684220336
575	0.0004674884195
576	0.0004666830973
577	0.0004657566818
578	0.0004657319186
579	0.0004648094904
580	0.000464164316
581	0.0004641628698
582	0.0004633692695
583	0.0004633127008
584	0.0004632608441
585	0.0004623486173
586	0.0004623252597
587	0.0004623250772
588	0.0004622550526
589	0.0004622546942
590	0.000462082889
591	0.0004620771585
592	0.0004616590016
593	0.0004616586441
594	0.0004616582866
595	0.0004607365657
596	0.0004600806135
597	0.0004593013628
598	0.0004592783277
599	0.0004592437807
600	0.0004592265081
601	0.0004583306666
602	0.0004579155538
603	0.0004572901671
604	0.000457261631
605	0.0004563578831
606	0.0004554736904
607	0.0004549110302
608	0.0004540326682
609	0.0004532965678
610	0.0004529780638
611	0.0004523334782
612	0.0004518836018
613	0.0004511459727
614	0.0004503976081
615	0.0004503867432
616	0.0004496541792
617	0.0004496321315
618	0.000449453773
619	0.0004494536009
620	0.0004493985567
621	0.0004488730734
622	0.0004488280262
623	0.0004479583373
624	0.0004473500318
625	0.0004469728321
626	0.0004461258101
627	0.0004452668755
628	0.000444729992
629	0.0004447194084
630	0.0004447088253
631	0.0004439823713
632	0.000443391459
633	0.0004429016027
634	0.0004427758205
635	0.0004420685384
636	0.0004420267284
637	0.0004420054507
638	0.0004419629113
639	0.0004419203805
640	0.0004418577419
641	0.000441379962
642	0.0004413796305
643	0.0004413796305
644	0.0004413796305
645	0.0004413796305
646	0.0004413796305
647	0.0004411302075
648	0.0004404157533
649	0.0004403952329
650	0.000440333034
651	0.000440333034
652	0.0004403097089
653	0.0004402863864
654	0.0004402178288
655	0.0004402152383
656	0.000440212601
657	0.0004395012276
658	0.0004394883191
659	0.0004394856909
660	0.0004394699237
661	0.0004394673422
662	0.0004394647143
663	0.0004394621329
664	0.0004394595515
665	0.000438626947
666	0.0004383346862
667	0.0004380220328
668	0.0004374413107
669	0.0004374208552
670	0.000437074452
671	0.0004370328819
672	0.0004370327224
673	0.0004370325629
674	0.0004365571254
675	0.0004360910938
676	0.0004360290609
677	0.000435730067
678	0.0004350336078
679	0.0004344610604
680	0.0004336263209
681	0.0004336062334
682	0.0004332361058
683	0.0004332156992
684	0.0004326579843
685	0.000432200498
686	0.0004321878052
687	0.0004321674996
688	0.0004321475547
689	0.0004321276118
690	0.0004315728455
691	0.0004315529587
692	0.0004315478969
693	0.0004307600672
694	0.0004307204481
695	0.0004303788781
696	0.0004297119651
697	0.0004292527597
698	0.0004292281795
699	0.0004291681431
700	0.000429148485
701	0.0004291239172
702	0.0004290439206
703	0.0004290193651
704	0.0004289793608
705	0.000428939374
706	0.0004283543835
707	0.0004283348036
708	0.0004282712047
709	0.0004278427601
710	0.0004276046485
711	0.0004274409836
712	0.0004268987054
713	0.0004265694233
714	0.0004265257593
715	0.0004265010561
716	0.0004259317865
717	0.0004259172755
718	0.0004259124384
719	0.0004258878093
720	0.0004255985231
721	0.0004253384293
722	0.0004253359729
723	0.0004253215048
724	0.0004253118592
725	0.0004253070366
726	0.0004253022141
727	0.0004248526476
728	0.0004240759206
729	0.0004237361239
730	0.0004236882829
731	0.0004236663547
732	0.0004236663547
733	0.0004236663547
734	0.0004236663547
735	0.0004236663547
736	0.0004236663547
737	0.0004236663547
738	0.0004236663547
739	0.0004236663547
740	0.0004236663547
741	0.0004236663547
742	0.0004236663547
743	0.0004236663547
744	0.0004236663547
745	0.0004236663547
746	0.0004236663547
747	0.0004236663547
748	0.0004236663547
749	0.0004236663547
750	0.0004236663547
751	0.0004236663547
752	0.0004236663547
753	0.0004236663547
754	0.0004236663547
755	0.0004236663547
756	0.0004236663547
757	0.0004236663547
758	0.0004236663547
759	0.0004236663547
760	0.0004236663547
761	0.0004236663547
762	0.0004236663547
763	0.0004236663547
764	0.0004236663547
765	0.0004236663547
766	0.0004236663547
767	0.0004236663547
768	0.0004236663547
769	0.0004236663547
770	0.0004236663547
771	0.0004236663547
772	0.0004236663547
773	0.0004236663547
774	0.0004236663547
775	0.0004236663547
776	0.0004236663547
777	0.0004236663547
778	0.0004236663547
779	0.0004236663547
780	0.0004236663547
781	0.0004236663547
782	0.0004236663547
783	0.0004236663547
784	0.0004236663547
785	0.0004236663547
786	0.0004236663547
787	0.0004236663547
788	0.0004236663547
789	0.0004236663547
790	0.0004236663547
791	0.0004236663547
792	0.0004236663547
793	0.0004236663547
794	0.0004236663547
795	0.0004236663547
796	0.0004236663547
797	0.0004236663547
798	0.0004236663547
799	0.0004236663547
800	0.0004236663547
801	0.0004236663547
802	0.0004236663547
803	0.0004236663547
804	0.0004236663547
805	0.0004236663547
806	0.0004236663547
807	0.0004236663547
808	0.0004236663547
809	0.0004236663547
810	0.0004236663547
811	0.0004236663547
812	0.0004236663547
813	0.0004236663547
814	0.0004236663547
815	0.0004236663547
816	0.0004236663547
817	0.0004236663547
818	0.0004236663547
819	0.0004236663547
820	0.0004236663547
821	0.0004236663547
822	0.0004236663547
823	0.0004236663547
824	0.0004236663547
825	0.0004236663547
826	0.0004236663547
827	0.0004236663547
828	0.0004236663547
829	0.0004236663547
830	0.0004236663547
831	0.0004236663547
832	0.0004236663547
833	0.0004236663547
834	0.0004236663547
835	0.0004236663547
836	0.0004236663547
837	0.0004236663547
838	0.0004236663547
839	0.0004236663547
840	0.0004236663547
841	0.0004236663547
842	0.0004236663547
843	0.0004236663547
844	0.0004236663547
845	0.0004236663547
846	0.0004236663547
847	0.0004236663547
848	0.0004236663547
849	0.0004236663547
850	0.0004236663547
851	0.0004236663547
852	0.0004236663547
853	0.0004236663547
854	0.0004236663547
855	0.0004236663547
856	0.0004236663547
857	0.0004236663547
858	0.0004236663547
859	0.0004236663547
860	0.0004236663547
861	0.0004236663547
862	0.0004236663547
863	0.0004236663547
864	0.0004236663547
865	0.0004236663547
866	0.0004236663547
867	0.0004236663547
868	0.0004236663547
869	0.0004236663547
870	0.0004236663547
871	0.0004236663547
872	0.0004236663547
873	0.0004236663547
874	0.0004236663547
875	0.0004236663547
876	0.0004236663547
877	0.0004236663547
878	0.0004236663547
879	0.0004236663547
880	0.0004236663547
881	0.0004236663547
882	0.0004236663547
883	0.0004236663547
884	0.0004236663547
885	0.0004236663547
886	0.0004236663547
887	0.0004236663547
888	0.0004236663547
889	0.0004236663547
890	0.0004236663547
891	0.0004236663547
892	0.0004236663547
893	0.0004236663547
894	0.0004236663547
895	0.0004236663547
896	0.0004236663547
897	0.0004236663547
898	0.0004236663547
899	0.0004236663547
900	0.0004236663547
901	0.0004236663547
902	0.0004236663547
903	0.0004236663547
904	0.0004236663547
905	0.0004236663547
906	0.0004236663547
907	0.0004236663547
908	0.0004236663547
909	0.0004236663547
910	0.0004236663547
911	0.0004236663547
912	0.0004236663547
913	0.0004236663547
914	0.0004236663547
915	0.0004236663547
916	0.0004236663547
917	0.0004236663547
918	0.0004236663547
919	0.0004236663547
920	0.0004236663547
921	0.0004236663547
922	0.0004236663547
923	0.0004236663547
924	0.0004236663547
925	0.0004236663547
926	0.0004236663547
927	0.0004236663547
928	0.0004236663547
929	0.0004236663547
930	0.0004236663547
931	0.0004236663547
932	0.0004236663547
933	0.0004236663547
934	0.0004236663547
935	0.0004236663547
936	0.0004236663547
937	0.0004236663547
938	0.0004236663547
939	0.0004236663547
940	0.0004236663547
941	0.0004236663547
942	0.0004236663547
943	0.0004236663547
944	0.0004236663547
945	0.0004236663547
946	0.0004236663547
947	0.0004236663547
948	0.0004236663547
949	0.0004236663547
950	0.0004236663547
951	0.0004236663547
952	0.0004236663547
953	0.0004236663547
954	0.0004236663547
955	0.0004236663547
956	0.0004236663547
957	0.0004236663547
958	0.0004236663547
959	0.0004236663547
960	0.0004236663547
961	0.0004236663547
962	0.0004236663547
963	0.0004236663547
964	0.0004236663547
965	0.0004236663547
966	0.0004236663547
967	0.0004236663547
968	0.0004236663547
969	0.0004236663547
970	0.0004236663547
971	0.0004236663547
972	0.0004236663547
973	0.0004236663547
974	0.0004236663547
975	0.0004236663547
976	0.0004236663547
977	0.0004236663547
978	0.0004236663547
979	0.0004236663547
980	0.0004236663547
981	0.0004236663547
982	0.0004236663547
983	0.0004236663547
984	0.0004236663547
985	0.0004236663547
986	0.0004236663547
987	0.0004236663547
988	0.0004236663547
989	0.0004236663547
990	0.0004236663547
991	0.0004236663547
992	0.0004236663547
993	0.0004236663547
994	0.0004236663547
995	0.0004236663547
996	0.0004236663547
997	0.0004236663547
998	0.0004236663547
999	0.0004236663547
